id,image_path,split,SMILES,canonical_smiles,Tg,Tg_mask,Tg_norm,FFV,FFV_mask,FFV_norm,Tc,Tc_mask,Tc_norm,Density,Density_mask,Density_norm,Rg,Rg_mask,Rg_norm
5661484,render/train/5661484.png,train,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,,0,0.0,0.38715626,1,0.6735929366918482,,0,0.0,,0,0.0,,0,0.0
5709902,render/train/5709902.png,train,*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,,0,0.0,0.33579028,1,-1.0612296908293437,,0,0.0,,0,0.0,,0,0.0
5724071,render/train/5724071.png,train,*NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc(*)n3)cc2)cc1,*NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc(*)n3)cc2)cc1,,0,0.0,0.33930299,1,-0.9425922426210156,,0,0.0,,0,0.0,,0,0.0
5857263,render/train/5857263.png,train,*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,,0,0.0,0.36614256,1,-0.0361188657100924,,0,0.0,,0,0.0,,0,0.0
5905810,render/train/5905810.png,train,*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,,0,0.0,0.34722767,1,-0.6749459487147264,,0,0.0,,0,0.0,,0,0.0
5966923,render/train/5966923.png,train,*c1cc(CCOC(=O)NCCCC)c(*)s1,*c1cc(CCOC(=O)NCCCC)c(*)s1,,0,0.0,0.36941899,1,0.0745385168900109,,0,0.0,,0,0.0,,0,0.0
6019988,render/train/6019988.png,train,*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,,0,0.0,0.3407009,1,-0.8953795563403673,,0,0.0,,0,0.0,,0,0.0
6102563,render/train/6102563.png,train,*C(=O)OCCOCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,*C(=O)OCCOCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,0,0.0,0.32926001,1,-1.2817815066386171,,0,0.0,,0,0.0,,0,0.0
6259923,render/train/6259923.png,train,*NC1=C(c2ccc(O)cc2OC)[C@@H](N*)c2c(N)ccc(N)c21,*NC1=C(c2ccc(O)cc2OC)[C@@H](N*)c2c(N)ccc(N)c21,,0,0.0,0.32877014,1,-1.2983262617575464,,0,0.0,,0,0.0,,0,0.0
6645418,render/train/6645418.png,train,*CCCCCNC(=O)CCCCC(=O)N*,*CCCCCNC(=O)CCCCC(=O)N*,,0,0.0,0.3327408,1,-1.1642221170650218,0.327,1,0.7892294467386172,,0,0.0,,0,0.0
6665789,render/train/6665789.png,train,*Nc1cccc(C=Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,*Nc1cccc(C=Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,,0,0.0,0.35017075,1,-0.5755470512614888,,0,0.0,,0,0.0,,0,0.0
7586800,render/train/7586800.png,train,*C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7sc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)c(-c8ccccc8)c7-c7ccccc7)cc5)C6=O)cc4)cc3)cc2)cc1,*C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7sc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)c(-c8ccccc8)c7-c7ccccc7)cc5)C6=O)cc4)cc3)cc2)cc1,,0,0.0,0.38518992,1,0.607182228176213,,0,0.0,,0,0.0,,0,0.0
7687820,render/train/7687820.png,train,*CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,*CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,,0,0.0,,0,0.0,0.383,1,1.4146632746791623,,0,0.0,,0,0.0
8689461,render/train/8689461.png,train,*CC(*)CCCCCCCCCCCCCCCC,*CC(*)CCCCCCCCCCCCCCCC,,0,0.0,0.40787312,1,1.3732793341710494,0.375,1,1.3253155849733702,,0,0.0,,0,0.0
8973725,render/train/8973725.png,train,*CC(*)CC(C)(C)CC,*CC(*)CC(C)(C)CC,,0,0.0,,0,0.0,0.1863333333333333,1,-0.7818007639215631,,0,0.0,,0,0.0
9231170,render/train/9231170.png,train,*CC(*)CC,*CC(*)CC,,0,0.0,,0,0.0,0.2253333333333333,1,-0.346230776605826,,0,0.0,13.87291346,1,-0.5526301038380962
9284896,render/train/9284896.png,train,*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,,0,0.0,0.38708542,1,0.6712004030551194,,0,0.0,,0,0.0,,0,0.0
10061985,render/train/10061985.png,train,*CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,*CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,,0,0.0,0.3487648,1,-0.6230312786268267,,0,0.0,,0,0.0,,0,0.0
10142210,render/train/10142210.png,train,*NC(C)C(=O)NCC(=O)NCC(*)=O,*NC(C)C(=O)NCC(=O)NCC(*)=O,208.6397491,1,1.0086233133849618,,0,0.0,,0,0.0,,0,0.0,,0,0.0
10557152,render/train/10557152.png,train,*C(C)=C(*)[Ge](C)(C)C,*C(C)=[C](*)[Ge]([CH3])([CH3])[CH3],,0,0.0,0.39996108,1,1.1060599406765088,,0,0.0,,0,0.0,,0,0.0
11301237,render/train/11301237.png,train,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,,0,0.0,0.40256926,1,1.194148003644414,,0,0.0,,0,0.0,,0,0.0
11664621,render/train/11664621.png,train,*OC(COC(*)=O)COC(C)C,*OC(COC(*)=O)COC(C)C,,0,0.0,0.35338284,1,-0.4670626728142256,,0,0.0,,0,0.0,,0,0.0
11667291,render/train/11667291.png,train,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,,0,0.0,0.38083463,1,0.4600876795777672,,0,0.0,,0,0.0,,0,0.0
11796436,render/train/11796436.png,train,*Nc1cc2c(c(-c3ccccc3)c1N*)[C@@H](c1ccccc1)c1ccccc1-2,*Nc1cc2c(c(-c3ccccc3)c1N*)[C@@H](c1ccccc1)c1ccccc1-2,,0,0.0,0.37078536,1,0.120685978567295,,0,0.0,,0,0.0,,0,0.0
11894206,render/train/11894206.png,train,*CC(*)C(=O)Oc1ccccc1C,*CC(*)C(=O)Oc1ccccc1C,,0,0.0,0.35783052,1,-0.3168477659055387,0.1735,1,-0.9251293494912712,1.061864136,1,0.5224721219524568,12.7374634,1,-0.7990043137337498
11955349,render/train/11955349.png,train,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,,0,0.0,0.39901234,1,1.0740174172079708,,0,0.0,,0,0.0,,0,0.0
12008966,render/train/12008966.png,train,*CC(*)c1ccc(C(C)(C)C)cc1,*CC(*)c1ccc(C(C)(C)C)cc1,,0,0.0,,0,0.0,0.184,1,-0.8078605067524187,,0,0.0,,0,0.0
12265790,render/train/12265790.png,train,*CC(*)C(=O)OC(C)C,*CC(*)C(=O)OC(C)C,,0,0.0,0.36594213,1,-0.0428881417802486,,0,0.0,,0,0.0,,0,0.0
12381586,render/train/12381586.png,train,*CC(*)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,*CC(*)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,0,0.0,0.35839221,1,-0.2978773788584623,,0,0.0,,0,0.0,,0,0.0
12395811,render/train/12395811.png,train,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,,0,0.0,0.37715059,1,0.3356637719117755,,0,0.0,,0,0.0,,0,0.0
12627006,render/train/12627006.png,train,*c1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,*c1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,,0,0.0,0.39541698,1,0.9525885671775678,,0,0.0,,0,0.0,,0,0.0
12724819,render/train/12724819.png,train,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,*C=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(*)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,,0,0.0,0.400601,1,1.127672449496613,,0,0.0,,0,0.0,,0,0.0
13021733,render/train/13021733.png,train,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,*O[Si](*)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,,0,0.0,0.36551909,1,-0.0571757960671237,,0,0.0,,0,0.0,,0,0.0
13364814,render/train/13364814.png,train,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,,0,0.0,0.33815952,1,-0.9812115316892224,,0,0.0,,0,0.0,,0,0.0
13630833,render/train/13630833.png,train,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,,0,0.0,0.42131241,1,1.827174779947016,,0,0.0,,0,0.0,,0,0.0
13838538,render/train/13838538.png,train,*CCCCCCSSCCCCSS*,*CCCCCCSSCCCCSS*,-41.26672381,1,-1.2381656769166134,,0,0.0,0.192,1,-0.7185128170466265,,0,0.0,,0,0.0
13850404,render/train/13850404.png,train,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,,0,0.0,0.29768641,1,-2.3481409085677365,,0,0.0,,0,0.0,,0,0.0
13874722,render/train/13874722.png,train,*CCCCCOCO*,*CCCCCOCO*,,0,0.0,0.36424093,1,-0.10034407377919,,0,0.0,,0,0.0,,0,0.0
15891916,render/train/15891916.png,train,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,,0,0.0,0.39177495,1,0.8295834954528398,,0,0.0,,0,0.0,,0,0.0
15979280,render/train/15979280.png,train,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,,0,0.0,0.33547772,1,-1.0717860193654305,,0,0.0,,0,0.0,,0,0.0
16364869,render/train/16364869.png,train,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,,0,0.0,0.39841654,1,1.0538950069769737,,0,0.0,,0,0.0,,0,0.0
16498242,render/train/16498242.png,train,*C=CCCCCCCCC*,*C=CCCCCCCCC*,-17.2820223,1,-1.0225307529354937,,0,0.0,,0,0.0,,0,0.0,,0,0.0
16855553,render/train/16855553.png,train,*CC(*)C(=O)Oc1ccccc1,*CC(*)C(=O)Oc1ccccc1,,0,0.0,0.3539411,1,-0.4482081297871085,0.196,1,-0.6738389721937303,1.109388621,1,0.8475611160884622,13.43533854,1,-0.6475767500914362
17114758,render/train/17114758.png,train,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,0,0.0,0.36534872,1,-0.0629298327087052,,0,0.0,,0,0.0,,0,0.0
17899555,render/train/17899555.png,train,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,*C=C(*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,,0,0.0,0.37446752,1,0.2450463915517921,,0,0.0,,0,0.0,,0,0.0
17943713,render/train/17943713.png,train,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,,0,0.0,0.36214283,1,-0.171204813802104,,0,0.0,,0,0.0,,0,0.0
18227797,render/train/18227797.png,train,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OCCCCCC)cc1,,0,0.0,0.35827772,1,-0.3017441374139273,,0,0.0,,0,0.0,,0,0.0
18308835,render/train/18308835.png,train,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,*O[Si](C)(C)c1ccc2ccc([Si](*)(C)C)cc2c1,,0,0.0,0.41603966,1,1.6490941513040414,,0,0.0,,0,0.0,,0,0.0
18339242,render/train/18339242.png,train,*CC(*)C(=O)OC([2H])([2H])[2H],*CC(*)C(=O)OC([2H])([2H])[2H],,0,0.0,0.32713966,1,-1.353393712971769,,0,0.0,,0,0.0,,0,0.0
18520951,render/train/18520951.png,train,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,,0,0.0,0.36567807,1,-0.0518064426288486,,0,0.0,,0,0.0,,0,0.0
18696710,render/train/18696710.png,train,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,,0,0.0,0.36816578,1,0.0322128946584124,,0,0.0,,0,0.0,,0,0.0
19277692,render/train/19277692.png,train,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,*c1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,,0,0.0,0.39336683,1,0.8833472792704252,,0,0.0,,0,0.0,,0,0.0
19303052,render/train/19303052.png,train,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,,0,0.0,0.36119278,1,-0.2032915809050887,,0,0.0,,0,0.0,,0,0.0
19522327,render/train/19522327.png,train,*CC(*)OC(=O)c1cccc(Br)c1,*CC(*)OC(=O)c1cccc(Br)c1,,0,0.0,0.37722551,1,0.338194102516854,,0,0.0,,0,0.0,,0,0.0
20039468,render/train/20039468.png,train,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)cc3)cc2)cc1,,0,0.0,0.36836692,1,0.0390061501029613,,0,0.0,,0,0.0,,0,0.0
20273521,render/train/20273521.png,train,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,,0,0.0,0.34392035,1,-0.7866466029698072,,0,0.0,,0,0.0,,0,0.0
